image_id,image_path,device_type,field_name,field_label,manual_value,ocr_value,quality_tags,confidence,is_correct,error_type,error_reason,review_priority,review_score,ocr_engine
ENG-0244,data/images/ENG-0244.jpg,混合作业牌,rtg_id,龙门吊编号,RTG-13,RTG-13,tilt|compression,0.8969,True,完全正确,识别正确,低,0,simulated
ENG-0244,data/images/ENG-0244.jpg,混合作业牌,yard_gate,堆场口,YARD-B5,YARD-BS,tilt|compression,0.6416,False,数字识别错误,拍摄角度倾斜导致文本基线偏移；压缩失真造成细节丢失；关键编号字段未通过格式规则校验；数字与相似字符混淆，例如 0/O、3/8、1/I,高,85,simulated
ENG-0244,data/images/ENG-0244.jpg,混合作业牌,work_area,作业区域,B-26,B-26,tilt|compression,0.9433,True,完全正确,识别正确,低,0,simulated
ENG-0244,data/images/ENG-0244.jpg,混合作业牌,equipment_status,设备状态,待检,待检,tilt|compression,0.9818,True,完全正确,识别正确,低,0,simulated
ENG-0244,data/images/ENG-0244.jpg,混合作业牌,date,日期,2026-06-05,2026-06-05,tilt|compression,0.8847,True,完全正确,识别正确,低,0,simulated
ENG-0245,data/images/ENG-0245.jpg,混合作业牌,qc_id,桥吊编号,QC-34,QC-34,low_light,0.8916,True,完全正确,识别正确,低,8,simulated
ENG-0245,data/images/ENG-0245.jpg,混合作业牌,rtg_id,龙门吊编号,RTG-01,RTG-01,low_light,0.9743,True,完全正确,识别正确,低,8,simulated
ENG-0245,data/images/ENG-0245.jpg,混合作业牌,yard_gate,堆场口,YARD-D4,YARD-D4,low_light,0.872,True,完全正确,识别正确,低,8,simulated
ENG-0245,data/images/ENG-0245.jpg,混合作业牌,work_area,作业区域,B-22,B-22,low_light,0.9026,True,完全正确,识别正确,低,8,simulated
ENG-0245,data/images/ENG-0245.jpg,混合作业牌,equipment_status,设备状态,维修中,维修中,low_light,0.9477,True,完全正确,识别正确,低,8,simulated
ENG-0245,data/images/ENG-0245.jpg,混合作业牌,date,日期,2026-06-06,2026-06-06,low_light,0.9115,True,完全正确,识别正确,低,8,simulated
ENG-0246,data/images/ENG-0246.jpg,混合作业牌,qc_id,桥吊编号,QC-27,QC-27,noise,0.9422,True,完全正确,识别正确,低,0,simulated
ENG-0246,data/images/ENG-0246.jpg,混合作业牌,rtg_id,龙门吊编号,RTG-19,RTG-19,noise,0.9117,True,完全正确,识别正确,低,0,simulated
ENG-0246,data/images/ENG-0246.jpg,混合作业牌,yard_gate,堆场口,YARD-H3,YARD-H8,noise,0.4922,False,数字识别错误,噪声干扰了字符轮廓；数字与相似字符混淆，例如 0/O、3/8、1/I,高,75,simulated
ENG-0246,data/images/ENG-0246.jpg,混合作业牌,work_area,作业区域,A-01,A-01,noise,0.9412,True,完全正确,识别正确,低,0,simulated
ENG-0246,data/images/ENG-0246.jpg,混合作业牌,equipment_status,设备状态,待检,待检,noise,0.9748,True,完全正确,识别正确,低,0,simulated
ENG-0246,data/images/ENG-0246.jpg,混合作业牌,date,日期,2026-06-07,2026-06-07,noise,0.9435,True,完全正确,识别正确,低,0,simulated
ENG-0247,data/images/ENG-0247.jpg,桥吊,qc_id,桥吊编号,QC-28,QC-28,blur,0.8944,True,完全正确,识别正确,低,0,simulated
ENG-0247,data/images/ENG-0247.jpg,桥吊,rtg_id,龙门吊编号,RTG-06,RTG-06,blur,0.9294,True,完全正确,识别正确,低,0,simulated
ENG-0247,data/images/ENG-0247.jpg,桥吊,yard_gate,堆场口,YARD-D6,YARD-D6,blur,0.9139,True,完全正确,识别正确,低,0,simulated
ENG-0247,data/images/ENG-0247.jpg,桥吊,work_area,作业区域,C-07,C-07,blur,0.9836,True,完全正确,识别正确,低,0,simulated
ENG-0247,data/images/ENG-0247.jpg,桥吊,equipment_status,设备状态,待检,待检,blur,0.9425,True,完全正确,识别正确,低,0,simulated
ENG-0247,data/images/ENG-0247.jpg,桥吊,date,日期,2026-06-08,2026-06-08,blur,0.9419,True,完全正确,识别正确,低,0,simulated
ENG-0248,data/images/ENG-0248.jpg,桥吊,qc_id,桥吊编号,QC-09,QC-09,compression|complex_bg,0.9069,True,完全正确,识别正确,低,0,simulated
ENG-0248,data/images/ENG-0248.jpg,桥吊,rtg_id,龙门吊编号,RTG-24,RTG-24,compression|complex_bg,0.8798,True,完全正确,识别正确,低,0,simulated
ENG-0248,data/images/ENG-0248.jpg,桥吊,yard_gate,堆场口,YARD-G2,YARD-G2,compression|complex_bg,0.9406,True,完全正确,识别正确,低,0,simulated
ENG-0248,data/images/ENG-0248.jpg,桥吊,work_area,作业区域,B-23,B-23,compression|complex_bg,0.9409,True,完全正确,识别正确,低,0,simulated
ENG-0248,data/images/ENG-0248.jpg,桥吊,equipment_status,设备状态,停用,停用,compression|complex_bg,0.9788,True,完全正确,识别正确,低,0,simulated
ENG-0248,data/images/ENG-0248.jpg,桥吊,date,日期,2026-06-09,2026-06-09,compression|complex_bg,0.8962,True,完全正确,识别正确,低,0,simulated
ENG-0249,data/images/ENG-0249.jpg,桥吊,qc_id,桥吊编号,QC-19,QC-19,small_font|compression,0.8936,True,完全正确,识别正确,低,0,simulated
ENG-0249,data/images/ENG-0249.jpg,桥吊,rtg_id,龙门吊编号,RTG-24,RTG-20,small_font|compression,0.5684,False,数字识别错误,字体过小导致编号细节难以分辨；压缩失真造成细节丢失；数字与相似字符混淆，例如 0/O、3/8、1/I,高,75,simulated
ENG-0249,data/images/ENG-0249.jpg,桥吊,yard_gate,堆场口,YARD-H7,YARD-H7,small_font|compression,0.8922,True,完全正确,识别正确,低,0,simulated
ENG-0249,data/images/ENG-0249.jpg,桥吊,work_area,作业区域,D-19,D-19,small_font|compression,0.9811,True,完全正确,识别正确,低,0,simulated
ENG-0249,data/images/ENG-0249.jpg,桥吊,equipment_status,设备状态,停用,停用,small_font|compression,0.8679,True,完全正确,识别正确,低,0,simulated
ENG-0249,data/images/ENG-0249.jpg,桥吊,date,日期,2026-06-10,2026-06-10,small_font|compression,0.9174,True,完全正确,识别正确,低,0,simulated
ENG-0250,data/images/ENG-0250.jpg,堆场口,qc_id,桥吊编号,QC-19,QC-19,small_font|low_light,0.9184,True,完全正确,识别正确,低,23,simulated
ENG-0250,data/images/ENG-0250.jpg,堆场口,rtg_id,龙门吊编号,RTG-20,RTG-20,small_font|low_light,0.8832,True,完全正确,识别正确,低,23,simulated
ENG-0250,data/images/ENG-0250.jpg,堆场口,yard_gate,堆场口,YARD-A1,YARD-A1,small_font|low_light,0.9011,True,完全正确,识别正确,低,23,simulated
ENG-0250,data/images/ENG-0250.jpg,堆场口,work_area,作业区域,D-04,0-04,small_font|low_light,0.6228,False,字母识别错误,字体过小导致编号细节难以分辨；低亮度降低了文字与背景对比度；关键编号字段未通过格式规则校验；字母与相似字符混淆，例如 O/0、I/1,高,100,simulated
ENG-0250,data/images/ENG-0250.jpg,堆场口,equipment_status,设备状态,正常,,small_font|low_light,0.3259,False,字段缺失,字体过小导致编号细节难以分辨；低亮度降低了文字与背景对比度；字段标签或字段值未被完整识别,高,86,simulated
ENG-0250,data/images/ENG-0250.jpg,堆场口,date,日期,2026-06-11,,small_font|low_light,0.169,False,漏识别,字体过小导致编号细节难以分辨；低亮度降低了文字与背景对比度；关键编号字段未通过格式规则校验；文本检测阶段可能未定位到该字段,高,100,simulated
ENG-0251,data/images/ENG-0251.jpg,龙门吊,qc_id,桥吊编号,QC-08,QC-08,complex_bg|occlusion,0.9427,True,完全正确,识别正确,低,8,simulated
ENG-0251,data/images/ENG-0251.jpg,龙门吊,rtg_id,龙门吊编号,RTG-16,RTG-16,complex_bg|occlusion,0.8993,True,完全正确,识别正确,低,8,simulated
ENG-0251,data/images/ENG-0251.jpg,龙门吊,yard_gate,堆场口,YARD-D5,YARD-D5,complex_bg|occlusion,0.875,True,完全正确,识别正确,低,8,simulated
ENG-0251,data/images/ENG-0251.jpg,龙门吊,work_area,作业区域,D-12,D-12,complex_bg|occlusion,0.9076,True,完全正确,识别正确,低,8,simulated
ENG-0251,data/images/ENG-0251.jpg,龙门吊,equipment_status,设备状态,维修中,,complex_bg|occlusion,0.2654,False,漏识别,复杂背景干扰文本检测；遮挡覆盖了部分关键字段；文本检测阶段可能未定位到该字段,高,71,simulated
ENG-0251,data/images/ENG-0251.jpg,龙门吊,date,日期,2026-06-12,2026-06-12,complex_bg|occlusion,0.933,True,完全正确,识别正确,低,8,simulated
ENG-0252,data/images/ENG-0252.jpg,桥吊,qc_id,桥吊编号,QC-25,,small_font|occlusion,0.3204,False,漏识别,字体过小导致编号细节难以分辨；遮挡覆盖了部分关键字段；关键编号字段未通过格式规则校验；文本检测阶段可能未定位到该字段,高,93,simulated
ENG-0252,data/images/ENG-0252.jpg,桥吊,rtg_id,龙门吊编号,RTG-28,RTG-28,small_font|occlusion,0.9242,True,完全正确,识别正确,低,8,simulated
ENG-0252,data/images/ENG-0252.jpg,桥吊,yard_gate,堆场口,YARD-F4,YARD-F4,small_font|occlusion,0.8642,True,完全正确,识别正确,低,8,simulated
ENG-0252,data/images/ENG-0252.jpg,桥吊,work_area,作业区域,C-04,C-04,small_font|occlusion,0.929,True,完全正确,识别正确,低,8,simulated
ENG-0252,data/images/ENG-0252.jpg,桥吊,equipment_status,设备状态,正常,正常,small_font|occlusion,0.8986,True,完全正确,识别正确,低,8,simulated
ENG-0252,data/images/ENG-0252.jpg,桥吊,date,日期,2026-06-13,2026-06-13,small_font|occlusion,0.8618,True,完全正确,识别正确,低,8,simulated
ENG-0253,data/images/ENG-0253.jpg,混合作业牌,qc_id,桥吊编号,QC-18,QC-18,complex_bg,0.8992,True,完全正确,识别正确,低,0,simulated
ENG-0253,data/images/ENG-0253.jpg,混合作业牌,rtg_id,龙门吊编号,RTG-18,RTG-18,complex_bg,0.9798,True,完全正确,识别正确,低,0,simulated
ENG-0253,data/images/ENG-0253.jpg,混合作业牌,yard_gate,堆场口,YARD-E4,YARD-E4,complex_bg,0.9625,True,完全正确,识别正确,低,0,simulated
ENG-0253,data/images/ENG-0253.jpg,混合作业牌,work_area,作业区域,D-21,D-21,complex_bg,0.9568,True,完全正确,识别正确,低,0,simulated
ENG-0253,data/images/ENG-0253.jpg,混合作业牌,equipment_status,设备状态,停用,停用,complex_bg,0.9053,True,完全正确,识别正确,低,0,simulated
ENG-0253,data/images/ENG-0253.jpg,混合作业牌,date,日期,2026-06-14,2026-06-14,complex_bg,0.8774,True,完全正确,识别正确,低,0,simulated
ENG-0254,data/images/ENG-0254.jpg,龙门吊,qc_id,桥吊编号,QC-32,,compression,0.3533,False,字段缺失,压缩失真造成细节丢失；关键编号字段未通过格式规则校验；字段标签或字段值未被完整识别,高,100,simulated
ENG-0254,data/images/ENG-0254.jpg,龙门吊,rtg_id,龙门吊编号,RTG-13,RTG-13,compression,0.8913,True,完全正确,识别正确,低,15,simulated
ENG-0254,data/images/ENG-0254.jpg,龙门吊,yard_gate,堆场口,YARD-G6,YARD-G6,compression,0.9396,True,完全正确,识别正确,低,15,simulated
ENG-0254,data/images/ENG-0254.jpg,龙门吊,work_area,作业区域,D-18,D-18,compression,0.8851,True,完全正确,识别正确,低,15,simulated
ENG-0254,data/images/ENG-0254.jpg,龙门吊,equipment_status,设备状态,正常,正常,compression,0.8956,True,完全正确,识别正确,低,15,simulated
ENG-0254,data/images/ENG-0254.jpg,龙门吊,date,日期,2026-06-15,2026-06-1S,compression,0.4978,False,数字识别错误,压缩失真造成细节丢失；关键编号字段未通过格式规则校验；数字与相似字符混淆，例如 0/O、3/8、1/I,高,100,simulated
ENG-0255,data/images/ENG-0255.jpg,桥吊,qc_id,桥吊编号,QC-35,QC-35,occlusion,0.9648,True,完全正确,识别正确,低,8,simulated
ENG-0255,data/images/ENG-0255.jpg,桥吊,rtg_id,龙门吊编号,RTG-06,RTG-06,occlusion,0.9232,True,完全正确,识别正确,低,8,simulated
ENG-0255,data/images/ENG-0255.jpg,桥吊,yard_gate,堆场口,YARD-B7,YARD-B7,occlusion,0.9187,True,完全正确,识别正确,低,8,simulated
ENG-0255,data/images/ENG-0255.jpg,桥吊,work_area,作业区域,B-16,B-16,occlusion,0.9352,True,完全正确,识别正确,低,8,simulated
ENG-0255,data/images/ENG-0255.jpg,桥吊,equipment_status,设备状态,维修中,,occlusion,0.2381,False,漏识别,遮挡覆盖了部分关键字段；文本检测阶段可能未定位到该字段,高,71,simulated
ENG-0255,data/images/ENG-0255.jpg,桥吊,date,日期,2026-06-16,2026-06-16,occlusion,0.8968,True,完全正确,识别正确,低,8,simulated
ENG-0256,data/images/ENG-0256.jpg,龙门吊,qc_id,桥吊编号,QC-23,QC-23,small_font,0.9221,True,完全正确,识别正确,低,0,simulated
ENG-0256,data/images/ENG-0256.jpg,龙门吊,rtg_id,龙门吊编号,RTG-26,RTG-26,small_font,0.8666,True,完全正确,识别正确,低,0,simulated
ENG-0256,data/images/ENG-0256.jpg,龙门吊,yard_gate,堆场口,YARD-A4,YARD-A4,small_font,0.9341,True,完全正确,识别正确,低,0,simulated
ENG-0256,data/images/ENG-0256.jpg,龙门吊,work_area,作业区域,B-05,B-05,small_font,0.9191,True,完全正确,识别正确,低,0,simulated
ENG-0256,data/images/ENG-0256.jpg,龙门吊,equipment_status,设备状态,停用,停用,small_font,0.9619,True,完全正确,识别正确,低,0,simulated
ENG-0256,data/images/ENG-0256.jpg,龙门吊,date,日期,2026-06-17,2026-06-17,small_font,0.9563,True,完全正确,识别正确,低,0,simulated
ENG-0257,data/images/ENG-0257.jpg,龙门吊,qc_id,桥吊编号,QC-25,QC-25,compression,0.9494,True,完全正确,识别正确,低,0,simulated
ENG-0257,data/images/ENG-0257.jpg,龙门吊,rtg_id,龙门吊编号,RTG-10,RTG-10,compression,0.8771,True,完全正确,识别正确,低,0,simulated
ENG-0257,data/images/ENG-0257.jpg,龙门吊,yard_gate,堆场口,YARD-B1,YARD-B1,compression,0.8989,True,完全正确,识别正确,低,0,simulated
ENG-0257,data/images/ENG-0257.jpg,龙门吊,work_area,作业区域,A-04,A-04,compression,0.9816,True,完全正确,识别正确,低,0,simulated
ENG-0257,data/images/ENG-0257.jpg,龙门吊,equipment_status,设备状态,待检,待检,compression,0.935,True,完全正确,识别正确,低,0,simulated
ENG-0257,data/images/ENG-0257.jpg,龙门吊,date,日期,2026-06-18,2026-06-18,compression,0.9839,True,完全正确,识别正确,低,0,simulated
ENG-0258,data/images/ENG-0258.jpg,桥吊,qc_id,桥吊编号,QC-02,QC-02,tilt,0.8978,True,完全正确,识别正确,低,0,simulated
ENG-0258,data/images/ENG-0258.jpg,桥吊,rtg_id,龙门吊编号,RTG-07,RTG-07,tilt,0.9302,True,完全正确,识别正确,低,0,simulated
ENG-0258,data/images/ENG-0258.jpg,桥吊,yard_gate,堆场口,YARD-E4,YARD-E4,tilt,0.8706,True,完全正确,识别正确,低,0,simulated
ENG-0258,data/images/ENG-0258.jpg,桥吊,work_area,作业区域,A-29,A-29,tilt,0.9053,True,完全正确,识别正确,低,0,simulated
ENG-0258,data/images/ENG-0258.jpg,桥吊,equipment_status,设备状态,正常,正常,tilt,0.9019,True,完全正确,识别正确,低,0,simulated
ENG-0258,data/images/ENG-0258.jpg,桥吊,date,日期,2026-06-19,2026-06-19,tilt,0.9724,True,完全正确,识别正确,低,0,simulated
ENG-0259,data/images/ENG-0259.jpg,混合作业牌,qc_id,桥吊编号,QC-34,QC-34,low_light,0.8733,True,完全正确,识别正确,低,8,simulated
ENG-0259,data/images/ENG-0259.jpg,混合作业牌,rtg_id,龙门吊编号,RTG-26,RTG-26,low_light,0.9483,True,完全正确,识别正确,低,8,simulated
ENG-0259,data/images/ENG-0259.jpg,混合作业牌,yard_gate,堆场口,YARD-E6,YARD-E6,low_light,0.9678,True,完全正确,识别正确,低,8,simulated
ENG-0259,data/images/ENG-0259.jpg,混合作业牌,work_area,作业区域,C-15,C-15,low_light,0.9756,True,完全正确,识别正确,低,8,simulated
ENG-0259,data/images/ENG-0259.jpg,混合作业牌,equipment_status,设备状态,维修中,维修中,low_light,0.8807,True,完全正确,识别正确,低,8,simulated
ENG-0259,data/images/ENG-0259.jpg,混合作业牌,date,日期,2026-06-20,2026-06-20,low_light,0.9321,True,完全正确,识别正确,低,8,simulated
ENG-0260,data/images/ENG-0260.jpg,混合作业牌,qc_id,桥吊编号,QC-06,QC-06,,0.9799,True,完全正确,识别正确,低,0,simulated
ENG-0260,data/images/ENG-0260.jpg,混合作业牌,rtg_id,龙门吊编号,RTG-09,RTG-09,,0.8966,True,完全正确,识别正确,低,0,simulated
ENG-0260,data/images/ENG-0260.jpg,混合作业牌,yard_gate,堆场口,YARD-D9,YARD-D9,,0.9446,True,完全正确,识别正确,低,0,simulated
ENG-0260,data/images/ENG-0260.jpg,混合作业牌,work_area,作业区域,D-18,D-18,,0.9767,True,完全正确,识别正确,低,0,simulated
ENG-0260,data/images/ENG-0260.jpg,混合作业牌,equipment_status,设备状态,待检,,,0.1649,False,漏识别,文本检测阶段可能未定位到该字段,中,63,simulated
ENG-0260,data/images/ENG-0260.jpg,混合作业牌,date,日期,2026-06-21,2026-06-21,,0.9497,True,完全正确,识别正确,低,0,simulated
ENG-0261,data/images/ENG-0261.jpg,龙门吊,qc_id,桥吊编号,QC-28,QC-28,low_light|occlusion,0.9773,True,完全正确,识别正确,低,8,simulated
ENG-0261,data/images/ENG-0261.jpg,龙门吊,rtg_id,龙门吊编号,RTG-10,RTG-10,low_light|occlusion,0.926,True,完全正确,识别正确,低,8,simulated
ENG-0261,data/images/ENG-0261.jpg,龙门吊,yard_gate,堆场口,YARD-H8,YARD-H8,low_light|occlusion,0.8978,True,完全正确,识别正确,低,8,simulated
ENG-0261,data/images/ENG-0261.jpg,龙门吊,work_area,作业区域,B-23,B-23,low_light|occlusion,0.8941,True,完全正确,识别正确,低,8,simulated
ENG-0261,data/images/ENG-0261.jpg,龙门吊,equipment_status,设备状态,维修中,维修中,low_light|occlusion,0.8767,True,完全正确,识别正确,低,8,simulated
ENG-0261,data/images/ENG-0261.jpg,龙门吊,date,日期,2026-06-22,2026-06-22,low_light|occlusion,0.8986,True,完全正确,识别正确,低,8,simulated
ENG-0262,data/images/ENG-0262.jpg,龙门吊,qc_id,桥吊编号,QC-26,QC-26,,0.8823,True,完全正确,识别正确,低,0,simulated
ENG-0262,data/images/ENG-0262.jpg,龙门吊,rtg_id,龙门吊编号,RTG-23,RTG-23,,0.9649,True,完全正确,识别正确,低,0,simulated
ENG-0262,data/images/ENG-0262.jpg,龙门吊,yard_gate,堆场口,YARD-F5,YARD-F5,,0.9411,True,完全正确,识别正确,低,0,simulated
ENG-0262,data/images/ENG-0262.jpg,龙门吊,work_area,作业区域,B-13,B-13,,0.8774,True,完全正确,识别正确,低,0,simulated
ENG-0262,data/images/ENG-0262.jpg,龙门吊,equipment_status,设备状态,正常,正常,,0.8887,True,完全正确,识别正确,低,0,simulated
ENG-0262,data/images/ENG-0262.jpg,龙门吊,date,日期,2026-06-23,2026-06-23,,0.9045,True,完全正确,识别正确,低,0,simulated
ENG-0263,data/images/ENG-0263.jpg,桥吊,qc_id,桥吊编号,QC-02,QC-02,small_font|occlusion,0.9353,True,完全正确,识别正确,低,8,simulated
ENG-0263,data/images/ENG-0263.jpg,桥吊,rtg_id,龙门吊编号,RTG-20,RTG-20,small_font|occlusion,0.943,True,完全正确,识别正确,低,8,simulated
ENG-0263,data/images/ENG-0263.jpg,桥吊,yard_gate,堆场口,YARD-B5,YARD-B5,small_font|occlusion,0.9675,True,完全正确,识别正确,低,8,simulated
ENG-0263,data/images/ENG-0263.jpg,桥吊,work_area,作业区域,A-15,A-15,small_font|occlusion,0.8666,True,完全正确,识别正确,低,8,simulated
ENG-0263,data/images/ENG-0263.jpg,桥吊,equipment_status,设备状态,待检,,small_font|occlusion,0.3075,False,漏识别,字体过小导致编号细节难以分辨；遮挡覆盖了部分关键字段；文本检测阶段可能未定位到该字段,高,71,simulated
ENG-0263,data/images/ENG-0263.jpg,桥吊,date,日期,2026-06-24,2026-06-24,small_font|occlusion,0.8767,True,完全正确,识别正确,低,8,simulated
ENG-0264,data/images/ENG-0264.jpg,龙门吊,qc_id,桥吊编号,QC-19,QC-19,occlusion|blur,0.9733,True,完全正确,识别正确,低,8,simulated
ENG-0264,data/images/ENG-0264.jpg,龙门吊,rtg_id,龙门吊编号,RTG-08,RTG-08,occlusion|blur,0.983,True,完全正确,识别正确,低,8,simulated
ENG-0264,data/images/ENG-0264.jpg,龙门吊,yard_gate,堆场口,YARD-E2,YARD-E2,occlusion|blur,0.925,True,完全正确,识别正确,低,8,simulated
ENG-0264,data/images/ENG-0264.jpg,龙门吊,work_area,作业区域,A-05,A-05,occlusion|blur,0.9837,True,完全正确,识别正确,低,8,simulated
ENG-0264,data/images/ENG-0264.jpg,龙门吊,equipment_status,设备状态,维修中,维修信,occlusion|blur,0.6425,False,中文识别错误,遮挡覆盖了部分关键字段；图像模糊导致字符边缘不清晰；中文字段语义相近或笔画被干扰,高,71,simulated
ENG-0264,data/images/ENG-0264.jpg,龙门吊,date,日期,2026-06-25,2026-06-25,occlusion|blur,0.8875,True,完全正确,识别正确,低,8,simulated
ENG-0265,data/images/ENG-0265.jpg,桥吊,qc_id,桥吊编号,QC-19,QC-19,compression,0.9463,True,完全正确,识别正确,低,0,simulated
ENG-0265,data/images/ENG-0265.jpg,桥吊,rtg_id,龙门吊编号,RTG-05,05-RTG,compression,0.7757,False,顺序错误,压缩失真造成细节丢失；关键编号字段未通过格式规则校验；字符内容接近但读取顺序异常,中,67,simulated
ENG-0265,data/images/ENG-0265.jpg,桥吊,yard_gate,堆场口,YARD-A9,YARD-A9,compression,0.9617,True,完全正确,识别正确,低,0,simulated
ENG-0265,data/images/ENG-0265.jpg,桥吊,work_area,作业区域,D-10,D-10,compression,0.8847,True,完全正确,识别正确,低,0,simulated
ENG-0265,data/images/ENG-0265.jpg,桥吊,equipment_status,设备状态,待检,待检,compression,0.9836,True,完全正确,识别正确,低,0,simulated
ENG-0265,data/images/ENG-0265.jpg,桥吊,date,日期,2026-06-26,2026-06-26,compression,0.9034,True,完全正确,识别正确,低,0,simulated
ENG-0266,data/images/ENG-0266.jpg,桥吊,qc_id,桥吊编号,QC-34,QC-34,,0.9449,True,完全正确,识别正确,低,0,simulated
ENG-0266,data/images/ENG-0266.jpg,桥吊,rtg_id,龙门吊编号,RTG-21,RTG-21,,0.876,True,完全正确,识别正确,低,0,simulated
ENG-0266,data/images/ENG-0266.jpg,桥吊,yard_gate,堆场口,YARD-C6,YARD-C6,,0.9188,True,完全正确,识别正确,低,0,simulated
ENG-0266,data/images/ENG-0266.jpg,桥吊,work_area,作业区域,B-14,B-14,,0.9675,True,完全正确,识别正确,低,0,simulated
ENG-0266,data/images/ENG-0266.jpg,桥吊,equipment_status,设备状态,正常,正常,,0.9522,True,完全正确,识别正确,低,0,simulated
ENG-0266,data/images/ENG-0266.jpg,桥吊,date,日期,2026-06-27,,,0.1505,False,漏识别,关键编号字段未通过格式规则校验；文本检测阶段可能未定位到该字段,高,85,simulated
ENG-0267,data/images/ENG-0267.jpg,堆场口,qc_id,桥吊编号,QC-23,QC-23,,0.988,True,完全正确,识别正确,低,0,simulated
ENG-0267,data/images/ENG-0267.jpg,堆场口,rtg_id,龙门吊编号,RTG-20,RTG-2O,,0.6632,False,数字识别错误,关键编号字段未通过格式规则校验；数字与相似字符混淆，例如 0/O、3/8、1/I,中,67,simulated
ENG-0267,data/images/ENG-0267.jpg,堆场口,yard_gate,堆场口,YARD-H5,YARD-H5,,0.9018,True,完全正确,识别正确,低,0,simulated
ENG-0267,data/images/ENG-0267.jpg,堆场口,work_area,作业区域,D-26,D-26,,0.9274,True,完全正确,识别正确,低,0,simulated
ENG-0267,data/images/ENG-0267.jpg,堆场口,equipment_status,设备状态,维修中,维修中,,0.8647,True,完全正确,识别正确,低,0,simulated
ENG-0267,data/images/ENG-0267.jpg,堆场口,date,日期,2026-06-28,2026-06-28,,0.8819,True,完全正确,识别正确,低,0,simulated
ENG-0268,data/images/ENG-0268.jpg,桥吊,qc_id,桥吊编号,QC-23,QC-23,blur,0.956,True,完全正确,识别正确,低,0,simulated
ENG-0268,data/images/ENG-0268.jpg,桥吊,rtg_id,龙门吊编号,RTG-28,RTG-28,blur,0.8945,True,完全正确,识别正确,低,0,simulated
ENG-0268,data/images/ENG-0268.jpg,桥吊,yard_gate,堆场口,YARD-G5,YARD-G5,blur,0.8805,True,完全正确,识别正确,低,0,simulated
ENG-0268,data/images/ENG-0268.jpg,桥吊,work_area,作业区域,D-25,D-25,blur,0.9806,True,完全正确,识别正确,低,0,simulated
ENG-0268,data/images/ENG-0268.jpg,桥吊,equipment_status,设备状态,停用,停用,blur,0.9895,True,完全正确,识别正确,低,0,simulated
ENG-0268,data/images/ENG-0268.jpg,桥吊,date,日期,2026-06-29,2026-06-29,blur,0.9502,True,完全正确,识别正确,低,0,simulated
ENG-0269,data/images/ENG-0269.jpg,堆场口,qc_id,桥吊编号,QC-09,QC-09,occlusion|low_light,0.9686,True,完全正确,识别正确,低,8,simulated
ENG-0269,data/images/ENG-0269.jpg,堆场口,rtg_id,龙门吊编号,RTG-17,RTG-17,occlusion|low_light,0.9302,True,完全正确,识别正确,低,8,simulated
ENG-0269,data/images/ENG-0269.jpg,堆场口,yard_gate,堆场口,YARD-D3,YARD-D3,occlusion|low_light,0.8786,True,完全正确,识别正确,低,8,simulated
ENG-0269,data/images/ENG-0269.jpg,堆场口,work_area,作业区域,D-24,D-24,occlusion|low_light,0.8885,True,完全正确,识别正确,低,8,simulated
ENG-0269,data/images/ENG-0269.jpg,堆场口,equipment_status,设备状态,正常,正常,occlusion|low_light,0.9099,True,完全正确,识别正确,低,8,simulated
ENG-0269,data/images/ENG-0269.jpg,堆场口,date,日期,2026-06-30,2026-06-30,occlusion|low_light,0.9315,True,完全正确,识别正确,低,8,simulated
ENG-0270,data/images/ENG-0270.jpg,堆场口,qc_id,桥吊编号,QC-29,QC-29,complex_bg|occlusion,0.9893,True,完全正确,识别正确,低,8,simulated
ENG-0270,data/images/ENG-0270.jpg,堆场口,rtg_id,龙门吊编号,RTG-10,RTG-10,complex_bg|occlusion,0.937,True,完全正确,识别正确,低,8,simulated
ENG-0270,data/images/ENG-0270.jpg,堆场口,yard_gate,堆场口,YARD-H5,YARD-H5,complex_bg|occlusion,0.9337,True,完全正确,识别正确,低,8,simulated
ENG-0270,data/images/ENG-0270.jpg,堆场口,work_area,作业区域,C-29,C-29,complex_bg|occlusion,0.9424,True,完全正确,识别正确,低,8,simulated
ENG-0270,data/images/ENG-0270.jpg,堆场口,equipment_status,设备状态,正常,正常,complex_bg|occlusion,0.8625,True,完全正确,识别正确,低,8,simulated
ENG-0270,data/images/ENG-0270.jpg,堆场口,date,日期,2026-06-01,2026-06-01,complex_bg|occlusion,0.8857,True,完全正确,识别正确,低,8,simulated
ENG-0271,data/images/ENG-0271.jpg,混合作业牌,qc_id,桥吊编号,QC-26,QC-26,small_font,0.8711,True,完全正确,识别正确,低,0,simulated
ENG-0271,data/images/ENG-0271.jpg,混合作业牌,rtg_id,龙门吊编号,RTG-16,RTG-16,small_font,0.9234,True,完全正确,识别正确,低,0,simulated
ENG-0271,data/images/ENG-0271.jpg,混合作业牌,yard_gate,堆场口,YARD-E7,YARD-E7,small_font,0.9875,True,完全正确,识别正确,低,0,simulated
ENG-0271,data/images/ENG-0271.jpg,混合作业牌,work_area,作业区域,D-25,0-25,small_font,0.6982,False,字母识别错误,字体过小导致编号细节难以分辨；关键编号字段未通过格式规则校验；字母与相似字符混淆，例如 O/0、I/1,中,67,simulated
ENG-0271,data/images/ENG-0271.jpg,混合作业牌,equipment_status,设备状态,停用,停用,small_font,0.9169,True,完全正确,识别正确,低,0,simulated
