image_id,field_name,field_label,ocr_value,confidence,ocr_engine,error_type_hint
ENG-0255,work_area,作业区域,B-16,0.9352,simulated,完全正确
ENG-0255,equipment_status,设备状态,,0.2381,simulated,漏识别
ENG-0255,date,日期,2026-06-16,0.8968,simulated,完全正确
ENG-0256,qc_id,桥吊编号,QC-23,0.9221,simulated,完全正确
ENG-0256,rtg_id,龙门吊编号,RTG-26,0.8666,simulated,完全正确
ENG-0256,yard_gate,堆场口,YARD-A4,0.9341,simulated,完全正确
ENG-0256,work_area,作业区域,B-05,0.9191,simulated,完全正确
ENG-0256,equipment_status,设备状态,停用,0.9619,simulated,完全正确
ENG-0256,date,日期,2026-06-17,0.9563,simulated,完全正确
ENG-0257,qc_id,桥吊编号,QC-25,0.9494,simulated,完全正确
ENG-0257,rtg_id,龙门吊编号,RTG-10,0.8771,simulated,完全正确
ENG-0257,yard_gate,堆场口,YARD-B1,0.8989,simulated,完全正确
ENG-0257,work_area,作业区域,A-04,0.9816,simulated,完全正确
ENG-0257,equipment_status,设备状态,待检,0.935,simulated,完全正确
ENG-0257,date,日期,2026-06-18,0.9839,simulated,完全正确
ENG-0258,qc_id,桥吊编号,QC-02,0.8978,simulated,完全正确
ENG-0258,rtg_id,龙门吊编号,RTG-07,0.9302,simulated,完全正确
ENG-0258,yard_gate,堆场口,YARD-E4,0.8706,simulated,完全正确
ENG-0258,work_area,作业区域,A-29,0.9053,simulated,完全正确
ENG-0258,equipment_status,设备状态,正常,0.9019,simulated,完全正确
ENG-0258,date,日期,2026-06-19,0.9724,simulated,完全正确
ENG-0259,qc_id,桥吊编号,QC-34,0.8733,simulated,完全正确
ENG-0259,rtg_id,龙门吊编号,RTG-26,0.9483,simulated,完全正确
ENG-0259,yard_gate,堆场口,YARD-E6,0.9678,simulated,完全正确
ENG-0259,work_area,作业区域,C-15,0.9756,simulated,完全正确
ENG-0259,equipment_status,设备状态,维修中,0.8807,simulated,完全正确
ENG-0259,date,日期,2026-06-20,0.9321,simulated,完全正确
ENG-0260,qc_id,桥吊编号,QC-06,0.9799,simulated,完全正确
ENG-0260,rtg_id,龙门吊编号,RTG-09,0.8966,simulated,完全正确
ENG-0260,yard_gate,堆场口,YARD-D9,0.9446,simulated,完全正确
ENG-0260,work_area,作业区域,D-18,0.9767,simulated,完全正确
ENG-0260,equipment_status,设备状态,,0.1649,simulated,漏识别
ENG-0260,date,日期,2026-06-21,0.9497,simulated,完全正确
ENG-0261,qc_id,桥吊编号,QC-28,0.9773,simulated,完全正确
ENG-0261,rtg_id,龙门吊编号,RTG-10,0.926,simulated,完全正确
ENG-0261,yard_gate,堆场口,YARD-H8,0.8978,simulated,完全正确
ENG-0261,work_area,作业区域,B-23,0.8941,simulated,完全正确
ENG-0261,equipment_status,设备状态,维修中,0.8767,simulated,完全正确
ENG-0261,date,日期,2026-06-22,0.8986,simulated,完全正确
ENG-0262,qc_id,桥吊编号,QC-26,0.8823,simulated,完全正确
ENG-0262,rtg_id,龙门吊编号,RTG-23,0.9649,simulated,完全正确
ENG-0262,yard_gate,堆场口,YARD-F5,0.9411,simulated,完全正确
ENG-0262,work_area,作业区域,B-13,0.8774,simulated,完全正确
ENG-0262,equipment_status,设备状态,正常,0.8887,simulated,完全正确
ENG-0262,date,日期,2026-06-23,0.9045,simulated,完全正确
ENG-0263,qc_id,桥吊编号,QC-02,0.9353,simulated,完全正确
ENG-0263,rtg_id,龙门吊编号,RTG-20,0.943,simulated,完全正确
ENG-0263,yard_gate,堆场口,YARD-B5,0.9675,simulated,完全正确
ENG-0263,work_area,作业区域,A-15,0.8666,simulated,完全正确
ENG-0263,equipment_status,设备状态,,0.3075,simulated,漏识别
ENG-0263,date,日期,2026-06-24,0.8767,simulated,完全正确
ENG-0264,qc_id,桥吊编号,QC-19,0.9733,simulated,完全正确
ENG-0264,rtg_id,龙门吊编号,RTG-08,0.983,simulated,完全正确
ENG-0264,yard_gate,堆场口,YARD-E2,0.925,simulated,完全正确
ENG-0264,work_area,作业区域,A-05,0.9837,simulated,完全正确
ENG-0264,equipment_status,设备状态,维修信,0.6425,simulated,中文识别错误
ENG-0264,date,日期,2026-06-25,0.8875,simulated,完全正确
ENG-0265,qc_id,桥吊编号,QC-19,0.9463,simulated,完全正确
ENG-0265,rtg_id,龙门吊编号,05-RTG,0.7757,simulated,顺序错误
ENG-0265,yard_gate,堆场口,YARD-A9,0.9617,simulated,完全正确
ENG-0265,work_area,作业区域,D-10,0.8847,simulated,完全正确
ENG-0265,equipment_status,设备状态,待检,0.9836,simulated,完全正确
ENG-0265,date,日期,2026-06-26,0.9034,simulated,完全正确
ENG-0266,qc_id,桥吊编号,QC-34,0.9449,simulated,完全正确
ENG-0266,rtg_id,龙门吊编号,RTG-21,0.876,simulated,完全正确
ENG-0266,yard_gate,堆场口,YARD-C6,0.9188,simulated,完全正确
ENG-0266,work_area,作业区域,B-14,0.9675,simulated,完全正确
ENG-0266,equipment_status,设备状态,正常,0.9522,simulated,完全正确
ENG-0266,date,日期,,0.1505,simulated,漏识别
ENG-0267,qc_id,桥吊编号,QC-23,0.988,simulated,完全正确
ENG-0267,rtg_id,龙门吊编号,RTG-2O,0.6632,simulated,数字识别错误
ENG-0267,yard_gate,堆场口,YARD-H5,0.9018,simulated,完全正确
ENG-0267,work_area,作业区域,D-26,0.9274,simulated,完全正确
ENG-0267,equipment_status,设备状态,维修中,0.8647,simulated,完全正确
ENG-0267,date,日期,2026-06-28,0.8819,simulated,完全正确
ENG-0268,qc_id,桥吊编号,QC-23,0.956,simulated,完全正确
ENG-0268,rtg_id,龙门吊编号,RTG-28,0.8945,simulated,完全正确
ENG-0268,yard_gate,堆场口,YARD-G5,0.8805,simulated,完全正确
ENG-0268,work_area,作业区域,D-25,0.9806,simulated,完全正确
ENG-0268,equipment_status,设备状态,停用,0.9895,simulated,完全正确
ENG-0268,date,日期,2026-06-29,0.9502,simulated,完全正确
ENG-0269,qc_id,桥吊编号,QC-09,0.9686,simulated,完全正确
ENG-0269,rtg_id,龙门吊编号,RTG-17,0.9302,simulated,完全正确
ENG-0269,yard_gate,堆场口,YARD-D3,0.8786,simulated,完全正确
ENG-0269,work_area,作业区域,D-24,0.8885,simulated,完全正确
ENG-0269,equipment_status,设备状态,正常,0.9099,simulated,完全正确
ENG-0269,date,日期,2026-06-30,0.9315,simulated,完全正确
ENG-0270,qc_id,桥吊编号,QC-29,0.9893,simulated,完全正确
ENG-0270,rtg_id,龙门吊编号,RTG-10,0.937,simulated,完全正确
ENG-0270,yard_gate,堆场口,YARD-H5,0.9337,simulated,完全正确
ENG-0270,work_area,作业区域,C-29,0.9424,simulated,完全正确
ENG-0270,equipment_status,设备状态,正常,0.8625,simulated,完全正确
ENG-0270,date,日期,2026-06-01,0.8857,simulated,完全正确
ENG-0271,qc_id,桥吊编号,QC-26,0.8711,simulated,完全正确
ENG-0271,rtg_id,龙门吊编号,RTG-16,0.9234,simulated,完全正确
ENG-0271,yard_gate,堆场口,YARD-E7,0.9875,simulated,完全正确
ENG-0271,work_area,作业区域,0-25,0.6982,simulated,字母识别错误
ENG-0271,equipment_status,设备状态,停用,0.9169,simulated,完全正确
ENG-0271,date,日期,2026-06-02,0.8982,simulated,完全正确
ENG-0272,qc_id,桥吊编号,QC-28,0.8703,simulated,完全正确
ENG-0272,rtg_id,龙门吊编号,RTG-17,0.9732,simulated,完全正确
ENG-0272,yard_gate,堆场口,YARD-E7,0.9096,simulated,完全正确
ENG-0272,work_area,作业区域,B-15,0.8893,simulated,完全正确
ENG-0272,equipment_status,设备状态,待检,0.9454,simulated,完全正确
ENG-0272,date,日期,2026-06-03,0.8827,simulated,完全正确
ENG-0273,qc_id,桥吊编号,QC-31,0.9083,simulated,完全正确
ENG-0273,rtg_id,龙门吊编号,RTG-01,0.9577,simulated,完全正确
ENG-0273,yard_gate,堆场口,YARD-C2,0.8733,simulated,完全正确
ENG-0273,work_area,作业区域,A-20,0.8616,simulated,完全正确
ENG-0273,equipment_status,设备状态,正常,0.906,simulated,完全正确
ENG-0273,date,日期,2026-06-04,0.9641,simulated,完全正确
ENG-0274,qc_id,桥吊编号,QC-25,0.939,simulated,完全正确
ENG-0274,rtg_id,龙门吊编号,RTG-07,0.9869,simulated,完全正确
ENG-0274,yard_gate,堆场口,YARD-A7,0.9097,simulated,完全正确
ENG-0274,work_area,作业区域,A-14,0.9465,simulated,完全正确
ENG-0274,equipment_status,设备状态,正常,0.8699,simulated,完全正确
ENG-0274,date,日期,2026-06-05,0.9628,simulated,完全正确
ENG-0275,qc_id,桥吊编号,,0.1631,simulated,漏识别
ENG-0275,rtg_id,龙门吊编号,RTG-03,0.8971,simulated,完全正确
ENG-0275,yard_gate,堆场口,YARD-B7,0.9046,simulated,完全正确
ENG-0275,work_area,作业区域,A-18,0.9735,simulated,完全正确
ENG-0275,equipment_status,设备状态,正常,0.8674,simulated,完全正确
ENG-0275,date,日期,2026-06-06,0.8836,simulated,完全正确
ENG-0276,qc_id,桥吊编号,QC-24,0.9221,simulated,完全正确
ENG-0276,rtg_id,龙门吊编号,RTG-16,0.9541,simulated,完全正确
ENG-0276,yard_gate,堆场口,YARD-B7,0.895,simulated,完全正确
ENG-0276,work_area,作业区域,25-D,0.7576,simulated,顺序错误
ENG-0276,equipment_status,设备状态,正常,0.9539,simulated,完全正确
ENG-0276,date,日期,2026-06-07,0.9612,simulated,完全正确
ENG-0277,qc_id,桥吊编号,,0.39,simulated,漏识别
ENG-0277,rtg_id,龙门吊编号,RTG-05,0.8827,simulated,完全正确
ENG-0277,yard_gate,堆场口,,0.1018,simulated,字段缺失
ENG-0277,work_area,作业区域,D-11,0.8715,simulated,完全正确
ENG-0277,equipment_status,设备状态,停用,0.9247,simulated,完全正确
ENG-0277,date,日期,2026-06-03,0.7371,simulated,数字识别错误
ENG-0278,qc_id,桥吊编号,QC-32,0.9219,simulated,完全正确
ENG-0278,rtg_id,龙门吊编号,RTG-04,0.9045,simulated,完全正确
ENG-0278,yard_gate,堆场口,YARD-C8,0.8976,simulated,完全正确
ENG-0278,work_area,作业区域,C-26,0.9511,simulated,完全正确
ENG-0278,equipment_status,设备状态,维修中,0.9631,simulated,完全正确
ENG-0278,date,日期,2026-06-09,0.9808,simulated,完全正确
ENG-0279,qc_id,桥吊编号,QC-35,0.9758,simulated,完全正确
ENG-0279,rtg_id,龙门吊编号,RTG-12,0.9202,simulated,完全正确
ENG-0279,yard_gate,堆场口,Y4RD-E1,0.7459,simulated,字母识别错误
ENG-0279,work_area,作业区域,D-09,0.8829,simulated,完全正确
ENG-0279,equipment_status,设备状态,维修中,0.9737,simulated,完全正确
ENG-0279,date,日期,2026-06-10,0.9057,simulated,完全正确
ENG-0280,qc_id,桥吊编号,QC-05,0.8811,simulated,完全正确
ENG-0280,rtg_id,龙门吊编号,RTG-05,0.9816,simulated,完全正确
ENG-0280,yard_gate,堆场口,YARD-F5,0.9731,simulated,完全正确
ENG-0280,work_area,作业区域,D-06,0.9156,simulated,完全正确
ENG-0280,equipment_status,设备状态,维修中,0.9041,simulated,完全正确
ENG-0280,date,日期,2026-06-11,0.9817,simulated,完全正确
ENG-0281,qc_id,桥吊编号,QC-13,0.9537,simulated,完全正确
ENG-0281,rtg_id,龙门吊编号,RTG-22,0.9363,simulated,完全正确
ENG-0281,yard_gate,堆场口,YARD-B2,0.9279,simulated,完全正确
ENG-0281,work_area,作业区域,D-20,0.4747,simulated,数字识别错误
ENG-0281,equipment_status,设备状态,待检,0.9786,simulated,完全正确
ENG-0281,date,日期,2026-06-12,0.8858,simulated,完全正确
ENG-0282,qc_id,桥吊编号,QC-06,0.9491,simulated,完全正确
ENG-0282,rtg_id,龙门吊编号,RTG-04,0.9142,simulated,完全正确
ENG-0282,yard_gate,堆场口,YARD-F3,0.8671,simulated,完全正确
ENG-0282,work_area,作业区域,C-14,0.8851,simulated,完全正确
ENG-0282,equipment_status,设备状态,待检,0.8875,simulated,完全正确
ENG-0282,date,日期,2026-06-13,0.9193,simulated,完全正确
ENG-0283,qc_id,桥吊编号,QC-27,0.9838,simulated,完全正确
ENG-0283,rtg_id,龙门吊编号,RTG-21,0.9875,simulated,完全正确
ENG-0283,yard_gate,堆场口,YARD-D6,0.9382,simulated,完全正确
ENG-0283,work_area,作业区域,C-24,0.9563,simulated,完全正确
ENG-0283,equipment_status,设备状态,侍检,0.7586,simulated,中文识别错误
ENG-0283,date,日期,2026-06-14,0.9843,simulated,完全正确
ENG-0284,qc_id,桥吊编号,QC-23,0.9688,simulated,完全正确
ENG-0284,rtg_id,龙门吊编号,RTG-10,0.9831,simulated,完全正确
ENG-0284,yard_gate,堆场口,YARD-F8,0.9729,simulated,完全正确
ENG-0284,work_area,作业区域,D-26,0.9804,simulated,完全正确
ENG-0284,equipment_status,设备状态,待检,0.8859,simulated,完全正确
ENG-0284,date,日期,2026-06-15,0.8888,simulated,完全正确
ENG-0285,qc_id,桥吊编号,QC-35,0.9868,simulated,完全正确
ENG-0285,rtg_id,龙门吊编号,RTG-17,0.9289,simulated,完全正确
ENG-0285,yard_gate,堆场口,YARD-G1,0.9445,simulated,完全正确
ENG-0285,work_area,作业区域,D-25,0.9716,simulated,完全正确
ENG-0285,equipment_status,设备状态,停用,0.954,simulated,完全正确
ENG-0285,date,日期,2026-06-16,0.8647,simulated,完全正确
ENG-0286,qc_id,桥吊编号,QC-01,0.9242,simulated,完全正确
ENG-0286,rtg_id,龙门吊编号,RTG-20,0.9667,simulated,完全正确
ENG-0286,yard_gate,堆场口,YARD-D7,0.9755,simulated,完全正确
ENG-0286,work_area,作业区域,D-09,0.8819,simulated,完全正确
ENG-0286,equipment_status,设备状态,正常,0.8838,simulated,完全正确
ENG-0286,date,日期,2O26-06-17,0.6808,simulated,数字识别错误
ENG-0287,qc_id,桥吊编号,QC-30,0.9788,simulated,完全正确
ENG-0287,rtg_id,龙门吊编号,RTG-02,0.9327,simulated,完全正确
ENG-0287,yard_gate,堆场口,YARD-D3,0.9508,simulated,完全正确
ENG-0287,work_area,作业区域,A-16,0.9463,simulated,完全正确
ENG-0287,equipment_status,设备状态,正常,0.8942,simulated,完全正确
ENG-0287,date,日期,2026-06-18,0.9197,simulated,完全正确
ENG-0288,qc_id,桥吊编号,QC-32,0.9045,simulated,完全正确
ENG-0288,rtg_id,龙门吊编号,RTG-18,0.9305,simulated,完全正确
ENG-0288,yard_gate,堆场口,YARD-G3,0.8829,simulated,完全正确
ENG-0288,work_area,作业区域,,0.3471,simulated,漏识别
ENG-0288,equipment_status,设备状态,,0.1304,simulated,字段缺失
ENG-0288,date,日期,,0.3854,simulated,字段缺失
ENG-0289,qc_id,桥吊编号,,0.1309,simulated,字段缺失
ENG-0289,rtg_id,龙门吊编号,RTG-15,0.9022,simulated,完全正确
ENG-0289,yard_gate,堆场口,YARD-E7,0.98,simulated,完全正确
ENG-0289,work_area,作业区域,B-23,0.9691,simulated,完全正确
ENG-0289,equipment_status,设备状态,正常,0.9685,simulated,完全正确
ENG-0289,date,日期,2026-06-20,0.9671,simulated,完全正确
ENG-0290,qc_id,桥吊编号,QC-21,0.9367,simulated,完全正确
ENG-0290,rtg_id,龙门吊编号,RTG-20,0.8808,simulated,完全正确
ENG-0290,yard_gate,堆场口,YARD-E5,0.8868,simulated,完全正确
ENG-0290,work_area,作业区域,B-13,0.9694,simulated,完全正确
ENG-0290,equipment_status,设备状态,维修中,0.9874,simulated,完全正确
ENG-0290,date,日期,2026-06-21,0.9113,simulated,完全正确
ENG-0291,qc_id,桥吊编号,QC-11,0.87,simulated,完全正确
ENG-0291,rtg_id,龙门吊编号,RT6-06,0.742,simulated,字母识别错误
ENG-0291,yard_gate,堆场口,YARD-D2,0.9629,simulated,完全正确
ENG-0291,work_area,作业区域,D-12,0.9101,simulated,完全正确
ENG-0291,equipment_status,设备状态,待检,0.8744,simulated,完全正确
ENG-0291,date,日期,2026-06-22,0.8771,simulated,完全正确
ENG-0292,qc_id,桥吊编号,QC-10,0.9119,simulated,完全正确
ENG-0292,rtg_id,龙门吊编号,RTG-28,0.9486,simulated,完全正确
ENG-0292,yard_gate,堆场口,,0.3561,simulated,漏识别
ENG-0292,work_area,作业区域,A-04,0.9889,simulated,完全正确
ENG-0292,equipment_status,设备状态,停用,0.8736,simulated,完全正确
ENG-0292,date,日期,2026-06-23,0.8739,simulated,完全正确
ENG-0293,qc_id,桥吊编号,QC-19,0.9537,simulated,完全正确
ENG-0293,rtg_id,龙门吊编号,RTG-10,0.879,simulated,完全正确
ENG-0293,yard_gate,堆场口,YARD-H5,0.9747,simulated,完全正确
ENG-0293,work_area,作业区域,,0.1446,simulated,漏识别
ENG-0293,equipment_status,设备状态,维修中,0.8694,simulated,完全正确
ENG-0293,date,日期,2O26-06-24,0.7008,simulated,数字识别错误
ENG-0294,qc_id,桥吊编号,QC-32,0.9029,simulated,完全正确
ENG-0294,rtg_id,龙门吊编号,RT6-21,0.7275,simulated,字母识别错误
ENG-0294,yard_gate,堆场口,YARD-G3,0.8887,simulated,完全正确
ENG-0294,work_area,作业区域,15-A,0.6242,simulated,顺序错误
ENG-0294,equipment_status,设备状态,维修信,0.6342,simulated,中文识别错误
ENG-0294,date,日期,2026-06-25,0.8707,simulated,完全正确
ENG-0295,qc_id,桥吊编号,,0.1685,simulated,字段缺失
ENG-0295,rtg_id,龙门吊编号,RTG-16,0.8909,simulated,完全正确
ENG-0295,yard_gate,堆场口,YARD-D5,0.8982,simulated,完全正确
ENG-0295,work_area,作业区域,C-14,0.9131,simulated,完全正确
ENG-0295,equipment_status,设备状态,维修中,0.888,simulated,完全正确
ENG-0295,date,日期,2026-06-26,0.9384,simulated,完全正确
ENG-0296,qc_id,桥吊编号,QC-25,0.9747,simulated,完全正确
ENG-0296,rtg_id,龙门吊编号,RTG-16,0.9304,simulated,完全正确
ENG-0296,yard_gate,堆场口,YARD-C8,0.9859,simulated,完全正确
ENG-0296,work_area,作业区域,C-29,0.8826,simulated,完全正确
ENG-0296,equipment_status,设备状态,停川,0.6039,simulated,中文识别错误
ENG-0296,date,日期,2026-06-27,0.9228,simulated,完全正确
ENG-0297,qc_id,桥吊编号,QC-17,0.9279,simulated,完全正确
ENG-0297,rtg_id,龙门吊编号,RTG-02,0.9711,simulated,完全正确
ENG-0297,yard_gate,堆场口,YARD-F8,0.9502,simulated,完全正确
ENG-0297,work_area,作业区域,B-19,0.9791,simulated,完全正确
ENG-0297,equipment_status,设备状态,正常,0.8928,simulated,完全正确
ENG-0297,date,日期,2026-06-28,0.9839,simulated,完全正确
ENG-0298,qc_id,桥吊编号,QC-13,0.8636,simulated,完全正确
ENG-0298,rtg_id,龙门吊编号,19-RTG,0.7953,simulated,顺序错误
ENG-0298,yard_gate,堆场口,YARD-G9,0.8799,simulated,完全正确
ENG-0298,work_area,作业区域,D-16,0.8719,simulated,完全正确
ENG-0298,equipment_status,设备状态,停用,0.9631,simulated,完全正确
ENG-0298,date,日期,2026-06-29,0.9839,simulated,完全正确
ENG-0299,qc_id,桥吊编号,QC-31,0.9428,simulated,完全正确
ENG-0299,rtg_id,龙门吊编号,RTG-18,0.8693,simulated,完全正确
ENG-0299,yard_gate,堆场口,YARD-G7,0.9829,simulated,完全正确
ENG-0299,work_area,作业区域,A-22,0.9004,simulated,完全正确
ENG-0299,equipment_status,设备状态,维修中,0.8887,simulated,完全正确
ENG-0299,date,日期,2026-06-30,0.8899,simulated,完全正确
ENG-0300,qc_id,桥吊编号,QC-23,0.9278,simulated,完全正确
ENG-0300,rtg_id,龙门吊编号,RTG-08,0.9033,simulated,完全正确
ENG-0300,yard_gate,堆场口,YARD-H1,0.9756,simulated,完全正确
ENG-0300,work_area,作业区域,D-09,0.9263,simulated,完全正确
ENG-0300,equipment_status,设备状态,待检,0.942,simulated,完全正确
ENG-0300,date,日期,2026-06-01,0.9119,simulated,完全正确
ENG-0301,qc_id,桥吊编号,QC-10,0.9633,simulated,完全正确
ENG-0301,rtg_id,龙门吊编号,RTG-26,0.9638,simulated,完全正确
ENG-0301,yard_gate,堆场口,YARD-H8,0.8697,simulated,完全正确
ENG-0301,work_area,作业区域,A-03,0.879,simulated,完全正确
ENG-0301,equipment_status,设备状态,正常,0.9453,simulated,完全正确
ENG-0301,date,日期,2026-06-02,0.8618,simulated,完全正确
ENG-0302,qc_id,桥吊编号,QC-17,0.9398,simulated,完全正确
ENG-0302,rtg_id,龙门吊编号,RTG-24,0.938,simulated,完全正确
ENG-0302,yard_gate,堆场口,YARD-G9,0.8719,simulated,完全正确
ENG-0302,work_area,作业区域,C-01,0.9871,simulated,完全正确
ENG-0302,equipment_status,设备状态,正常,0.8849,simulated,完全正确
ENG-0302,date,日期,2026-06-03,0.9116,simulated,完全正确
ENG-0303,qc_id,桥吊编号,QC-20,0.8626,simulated,完全正确
ENG-0303,rtg_id,龙门吊编号,RTG-26,0.8719,simulated,完全正确
ENG-0303,yard_gate,堆场口,YARD-G5,0.9736,simulated,完全正确
ENG-0303,work_area,作业区域,D-18,0.9192,simulated,完全正确
ENG-0303,equipment_status,设备状态,停用,0.9549,simulated,完全正确
ENG-0303,date,日期,2026-06-04,0.8727,simulated,完全正确
ENG-0304,qc_id,桥吊编号,QC-26,0.9803,simulated,完全正确
ENG-0304,rtg_id,龙门吊编号,RT6-16,0.5708,simulated,字母识别错误
ENG-0304,yard_gate,堆场口,YARD-A2,0.9703,simulated,完全正确
ENG-0304,work_area,作业区域,A-19,0.9526,simulated,完全正确
ENG-0304,equipment_status,设备状态,,0.3406,simulated,字段缺失
ENG-0304,date,日期,2O26-06-05,0.6092,simulated,数字识别错误
ENG-0305,qc_id,桥吊编号,QC-1O,0.7496,simulated,数字识别错误
ENG-0305,rtg_id,龙门吊编号,RTG-03,0.873,simulated,完全正确
ENG-0305,yard_gate,堆场口,YARD-B8,0.8859,simulated,完全正确
ENG-0305,work_area,作业区域,,0.0893,simulated,漏识别
ENG-0305,equipment_status,设备状态,维修中,0.9753,simulated,完全正确
ENG-0305,date,日期,2026-06-06,0.9806,simulated,完全正确
ENG-0306,qc_id,桥吊编号,QC-01,0.9338,simulated,完全正确
ENG-0306,rtg_id,龙门吊编号,,0.1873,simulated,漏识别
ENG-0306,yard_gate,堆场口,YARD-A3,0.9892,simulated,完全正确
ENG-0306,work_area,作业区域,C-01,0.9841,simulated,完全正确
ENG-0306,equipment_status,设备状态,停用,0.9807,simulated,完全正确
ENG-0306,date,日期,2026-06-07,0.9424,simulated,完全正确
ENG-0307,qc_id,桥吊编号,QC-22,0.9677,simulated,完全正确
ENG-0307,rtg_id,龙门吊编号,RTG-05,0.9555,simulated,完全正确
ENG-0307,yard_gate,堆场口,YARD-A2,0.9538,simulated,完全正确
ENG-0307,work_area,作业区域,,0.3512,simulated,字段缺失
ENG-0307,equipment_status,设备状态,待检,0.975,simulated,完全正确
ENG-0307,date,日期,2026-06-08,0.9437,simulated,完全正确
ENG-0308,qc_id,桥吊编号,QC-20,0.8663,simulated,完全正确
ENG-0308,rtg_id,龙门吊编号,RTG-05,0.9322,simulated,完全正确
ENG-0308,yard_gate,堆场口,YARD-B8,0.8992,simulated,完全正确
ENG-0308,work_area,作业区域,D-30,0.9055,simulated,完全正确
ENG-0308,equipment_status,设备状态,待检,0.8676,simulated,完全正确
ENG-0308,date,日期,2026-06-09,0.9154,simulated,完全正确
ENG-0309,qc_id,桥吊编号,QC-27,0.965,simulated,完全正确
ENG-0309,rtg_id,龙门吊编号,RT6-22,0.6453,simulated,字母识别错误
ENG-0309,yard_gate,堆场口,H8-YARD,0.6776,simulated,顺序错误
ENG-0309,work_area,作业区域,D-27,0.8794,simulated,完全正确
ENG-0309,equipment_status,设备状态,,0.3599,simulated,字段缺失
ENG-0309,date,日期,2026-06-10,0.9262,simulated,完全正确
ENG-0310,qc_id,桥吊编号,QC-22,0.9046,simulated,完全正确
ENG-0310,rtg_id,龙门吊编号,23-RTG,0.5061,simulated,顺序错误
ENG-0310,yard_gate,堆场口,H7-YARD,0.6052,simulated,顺序错误
ENG-0310,work_area,作业区域,C-09,0.8908,simulated,完全正确
ENG-0310,equipment_status,设备状态,停用,0.9766,simulated,完全正确
ENG-0310,date,日期,2026-06-11,0.8634,simulated,完全正确
ENG-0311,qc_id,桥吊编号,QC-11,0.8882,simulated,完全正确
ENG-0311,rtg_id,龙门吊编号,RTG-08,0.9262,simulated,完全正确
ENG-0311,yard_gate,堆场口,YARD-G9,0.9701,simulated,完全正确
ENG-0311,work_area,作业区域,C-24,0.9339,simulated,完全正确
ENG-0311,equipment_status,设备状态,正常,0.8869,simulated,完全正确
ENG-0311,date,日期,2026-06-12,0.88,simulated,完全正确
ENG-0312,qc_id,桥吊编号,QC-29,0.9051,simulated,完全正确
ENG-0312,rtg_id,龙门吊编号,RTG-O3,0.5653,simulated,数字识别错误
ENG-0312,yard_gate,堆场口,YARD-B3,0.8715,simulated,完全正确
ENG-0312,work_area,作业区域,C-02,0.8789,simulated,完全正确
ENG-0312,equipment_status,设备状态,停用,0.8627,simulated,完全正确
ENG-0312,date,日期,2026-06-13,0.881,simulated,完全正确
ENG-0313,qc_id,桥吊编号,QC-22,0.8871,simulated,完全正确
ENG-0313,rtg_id,龙门吊编号,RTG-24,0.9463,simulated,完全正确
ENG-0313,yard_gate,堆场口,YARD-C7,0.949,simulated,完全正确
ENG-0313,work_area,作业区域,A-29,0.9467,simulated,完全正确
ENG-0313,equipment_status,设备状态,正常,0.9675,simulated,完全正确
ENG-0313,date,日期,2026-06-14,0.888,simulated,完全正确
ENG-0314,qc_id,桥吊编号,QC-24,0.9792,simulated,完全正确
ENG-0314,rtg_id,龙门吊编号,RTG-11,0.8962,simulated,完全正确
ENG-0314,yard_gate,堆场口,YARD-A2,0.8671,simulated,完全正确
ENG-0314,work_area,作业区域,,0.2833,simulated,漏识别
ENG-0314,equipment_status,设备状态,维修中,0.8933,simulated,完全正确
ENG-0314,date,日期,,0.389,simulated,漏识别
ENG-0315,qc_id,桥吊编号,QC-26,0.8695,simulated,完全正确
ENG-0315,rtg_id,龙门吊编号,RT6-01,0.6895,simulated,字母识别错误
ENG-0315,yard_gate,堆场口,YARD-A2,0.9626,simulated,完全正确
ENG-0315,work_area,作业区域,C-26,0.9814,simulated,完全正确
ENG-0315,equipment_status,设备状态,维修中,0.9484,simulated,完全正确
ENG-0315,date,日期,2026-06-16,0.9829,simulated,完全正确
ENG-0316,qc_id,桥吊编号,QC-26,0.8656,simulated,完全正确
ENG-0316,rtg_id,龙门吊编号,RTG-10,0.9781,simulated,完全正确
ENG-0316,yard_gate,堆场口,YARD-B6,0.8857,simulated,完全正确
ENG-0316,work_area,作业区域,D-11,0.9857,simulated,完全正确
ENG-0316,equipment_status,设备状态,维修中,0.9623,simulated,完全正确
ENG-0316,date,日期,,0.1958,simulated,字段缺失
ENG-0317,qc_id,桥吊编号,QC-O9,0.4641,simulated,数字识别错误
ENG-0317,rtg_id,龙门吊编号,26-RTG,0.5985,simulated,顺序错误
ENG-0317,yard_gate,堆场口,YARD-A8,0.5345,simulated,数字识别错误
ENG-0317,work_area,作业区域,D-21,0.8652,simulated,完全正确
ENG-0317,equipment_status,设备状态,停用,0.9589,simulated,完全正确
ENG-0317,date,日期,2026-06-18,0.923,simulated,完全正确
ENG-0318,qc_id,桥吊编号,QC-15,0.9278,simulated,完全正确
ENG-0318,rtg_id,龙门吊编号,RTG-12,0.9603,simulated,完全正确
ENG-0318,yard_gate,堆场口,YARD-G8,0.951,simulated,完全正确
ENG-0318,work_area,作业区域,B-03,0.8993,simulated,完全正确
ENG-0318,equipment_status,设备状态,正常,0.9639,simulated,完全正确
ENG-0318,date,日期,,0.1291,simulated,字段缺失
